customer_id,customer_type,regions,building_size_m2,occupants,energy_cost_brl,Cost per square meter,Cost per occupant,People per square meter,Categorize building size,,,434370.14
CUSTOMER_1565,commercial,Northeast,52,3,71.59,1.38,23.86,0.06,Large,,,
CUSTOMER_1566,residential,Northeast,24,1,89.68,3.74,89.68,0.04,Small,,,
CUSTOMER_1567,commercial,Midwest,17,2,78.17,4.60,39.09,0.12,Small,,,
CUSTOMER_1568,residential,Midwest,45,1,81.8,1.82,81.80,0.02,Small,,,
CUSTOMER_1569,residential,Northeast,17,1,89.11,5.24,89.11,0.06,Small,,,
CUSTOMER_1570,residential,Midwest,45,1,92.43,2.05,92.43,0.02,Small,,,
CUSTOMER_1571,residential,Midwest,24,2,66.44,2.77,33.22,0.08,Small,,,
CUSTOMER_1572,residential,North,45,3,60.04,1.33,20.01,0.07,Small,,,
CUSTOMER_1573,commercial,North,17,3,67.48,3.97,22.49,0.18,Small,,,
CUSTOMER_1574,commercial,Southeast,24,2,78.56,3.27,39.28,0.08,Small,,,
CUSTOMER_1575,residential,North,45,1,70.07,1.56,70.07,0.02,Small,,,
CUSTOMER_1576,residential,Midwest,24,1,81.69,3.40,81.69,0.04,Small,,,
CUSTOMER_1577,residential,South,45,1,55.25,1.23,55.25,0.02,Small,,,
CUSTOMER_1578,residential,Northeast,77,3,78.68,1.02,26.23,0.04,Large,,,
CUSTOMER_1579,residential,Northeast,45,3,71.4,1.59,23.80,0.07,Small,,,
CUSTOMER_1580,residential,Midwest,52,2,79.96,1.54,39.98,0.04,Large,,,
CUSTOMER_1581,residential,Southeast,17,2,74.2,4.36,37.10,0.12,Small,,,
CUSTOMER_1582,residential,South,24,3,67.09,2.80,22.36,0.13,Small,,,
CUSTOMER_1583,residential,Midwest,52,1,98.93,1.90,98.93,0.02,Large,,,
CUSTOMER_1584,residential,North,45,1,61.99,1.38,61.99,0.02,Small,,,
CUSTOMER_1585,commercial,Midwest,45,1,87.49,1.94,87.49,0.02,Small,,,
CUSTOMER_1586,residential,Midwest,45,1,99.98,2.22,99.98,0.02,Small,,,
CUSTOMER_1587,commercial,Midwest,45,4,133.38,2.96,33.35,0.09,Small,,,
CUSTOMER_1588,residential,North,17,2,97.5,5.74,48.75,0.12,Small,,,
CUSTOMER_1589,residential,Northeast,45,2,58.91,1.31,29.46,0.04,Small,,,
CUSTOMER_1590,commercial,Midwest,45,3,77.86,1.73,25.95,0.07,Small,,,
CUSTOMER_1591,commercial,Midwest,45,2,75.97,1.69,37.99,0.04,Small,,,
CUSTOMER_1592,commercial,Northeast,52,4,104.3,2.01,26.08,0.08,Large,,,
CUSTOMER_1593,residential,Northeast,24,1,75.26,3.14,75.26,0.04,Small,,,
CUSTOMER_1594,residential,Southeast,24,3,71.45,2.98,23.82,0.13,Small,,,
CUSTOMER_1595,commercial,Midwest,52,4,140.57,2.70,35.14,0.08,Large,,,
CUSTOMER_1596,residential,Northeast,45,2,100.68,2.24,50.34,0.04,Small,,,
CUSTOMER_1597,residential,North,45,2,56.91,1.26,28.46,0.04,Small,,,
CUSTOMER_1598,residential,Northeast,17,2,69.32,4.08,34.66,0.12,Small,,,
CUSTOMER_1599,residential,South,24,2,75.3,3.14,37.65,0.08,Small,,,
CUSTOMER_1600,commercial,Midwest,45,4,128.81,2.86,32.20,0.09,Small,,,
CUSTOMER_1601,residential,Midwest,24,2,92.29,3.85,46.15,0.08,Small,,,
CUSTOMER_1602,residential,Midwest,52,1,75.27,1.45,75.27,0.02,Large,,,
CUSTOMER_1603,residential,Northeast,77,4,105.35,1.37,26.34,0.05,Large,,,
CUSTOMER_1604,residential,Southeast,52,1,88.96,1.71,88.96,0.02,Large,,,
CUSTOMER_1605,residential,Midwest,24,1,97.94,4.08,97.94,0.04,Small,,,
CUSTOMER_1606,residential,North,45,4,132.03,2.93,33.01,0.09,Small,,,
CUSTOMER_1607,residential,North,24,2,82.34,3.43,41.17,0.08,Small,,,
CUSTOMER_1608,commercial,Midwest,24,3,60.87,2.54,20.29,0.13,Small,,,
CUSTOMER_1609,residential,South,17,1,63.83,3.75,63.83,0.06,Small,,,
CUSTOMER_1610,residential,Northeast,24,1,64.58,2.69,64.58,0.04,Small,,,
CUSTOMER_1611,commercial,Southeast,77,2,74.62,0.97,37.31,0.03,Large,,,
CUSTOMER_1612,commercial,Midwest,24,3,100.16,4.17,33.39,0.13,Small,,,
CUSTOMER_1613,residential,Northeast,24,1,79.29,3.30,79.29,0.04,Small,,,
CUSTOMER_1614,residential,North,77,4,114.39,1.49,28.60,0.05,Large,,,
CUSTOMER_1615,residential,North,17,1,66.16,3.89,66.16,0.06,Small,,,
CUSTOMER_1616,commercial,Midwest,45,3,72.22,1.60,24.07,0.07,Small,,,
CUSTOMER_1617,commercial,Northeast,24,2,84.5,3.52,42.25,0.08,Small,,,
CUSTOMER_1618,commercial,Northeast,17,3,75.1,4.42,25.03,0.18,Small,,,
CUSTOMER_1619,residential,Midwest,77,2,72.65,0.94,36.33,0.03,Large,,,
CUSTOMER_1620,commercial,Midwest,17,1,81.5,4.79,81.50,0.06,Small,,,
CUSTOMER_1621,residential,North,45,3,64.92,1.44,21.64,0.07,Small,,,
CUSTOMER_1622,residential,Midwest,24,3,56.55,2.36,18.85,0.13,Small,,,
CUSTOMER_1623,residential,Midwest,17,1,53.75,3.16,53.75,0.06,Small,,,
CUSTOMER_1624,commercial,Midwest,17,1,65.4,3.85,65.40,0.06,Small,,,
CUSTOMER_1625,residential,Southeast,17,2,57.2,3.36,28.60,0.12,Small,,,
CUSTOMER_1626,commercial,Northeast,17,1,69.77,4.10,69.77,0.06,Small,,,
CUSTOMER_1627,residential,Southeast,45,1,92.19,2.05,92.19,0.02,Small,,,
CUSTOMER_1628,residential,Midwest,45,3,89.28,1.98,29.76,0.07,Small,,,
CUSTOMER_1629,residential,Midwest,24,2,83.87,3.49,41.94,0.08,Small,,,
CUSTOMER_1630,residential,Midwest,45,1,96.28,2.14,96.28,0.02,Small,,,
CUSTOMER_1631,commercial,Midwest,77,3,66.98,0.87,22.33,0.04,Large,,,
CUSTOMER_1632,residential,North,77,1,97.95,1.27,97.95,0.01,Large,,,
CUSTOMER_1633,commercial,Midwest,45,1,73,1.62,73.00,0.02,Small,,,
CUSTOMER_1634,commercial,Midwest,52,1,73.09,1.41,73.09,0.02,Large,,,
CUSTOMER_1635,commercial,Midwest,24,1,73.31,3.05,73.31,0.04,Small,,,
CUSTOMER_1636,residential,Northeast,24,2,57.54,2.40,28.77,0.08,Small,,,
CUSTOMER_1637,residential,South,45,3,102.59,2.28,34.20,0.07,Small,,,
CUSTOMER_1638,residential,Midwest,45,3,59.61,1.32,19.87,0.07,Small,,,
CUSTOMER_1639,commercial,North,45,1,70,1.56,70.00,0.02,Small,,,
CUSTOMER_1640,commercial,Midwest,45,3,68.9,1.53,22.97,0.07,Small,,,
CUSTOMER_1641,residential,Midwest,77,1,56.33,0.73,56.33,0.01,Large,,,
CUSTOMER_1642,commercial,Midwest,52,4,112.21,2.16,28.05,0.08,Large,,,
CUSTOMER_1643,residential,Midwest,45,3,54.8,1.22,18.27,0.07,Small,,,
CUSTOMER_1644,residential,Southeast,45,4,119.89,2.66,29.97,0.09,Small,,,
CUSTOMER_1645,residential,Northeast,24,2,97,4.04,48.50,0.08,Small,,,
CUSTOMER_1646,commercial,Midwest,17,2,69.93,4.11,34.97,0.12,Small,,,
CUSTOMER_1647,residential,Southeast,24,3,58.85,2.45,19.62,0.13,Small,,,
CUSTOMER_1648,commercial,Southeast,45,1,85.66,1.90,85.66,0.02,Small,,,
CUSTOMER_1649,commercial,Midwest,17,1,103.68,6.10,103.68,0.06,Small,,,
CUSTOMER_1650,commercial,Southeast,52,1,64.43,1.24,64.43,0.02,Large,,,
CUSTOMER_1651,residential,North,24,1,66.86,2.79,66.86,0.04,Small,,,
CUSTOMER_1652,residential,Southeast,45,2,102.4,2.28,51.20,0.04,Small,,,
CUSTOMER_1653,residential,Northeast,17,1,61.68,3.63,61.68,0.06,Small,,,
CUSTOMER_1654,residential,Northeast,24,1,78.75,3.28,78.75,0.04,Small,,,
CUSTOMER_1655,residential,Northeast,52,4,117,2.25,29.25,0.08,Large,,,
CUSTOMER_1656,commercial,Midwest,45,1,100.38,2.23,100.38,0.02,Small,,,
CUSTOMER_1657,residential,Northeast,77,1,102.9,1.34,102.90,0.01,Large,,,
CUSTOMER_1658,residential,Northeast,77,2,94.33,1.23,47.17,0.03,Large,,,
CUSTOMER_1659,residential,North,24,3,68.66,2.86,22.89,0.13,Small,,,
CUSTOMER_1660,residential,Northeast,24,3,73.22,3.05,24.41,0.13,Small,,,
CUSTOMER_1661,residential,Midwest,52,4,117.14,2.25,29.29,0.08,Large,,,
CUSTOMER_1662,residential,Midwest,77,1,98.24,1.28,98.24,0.01,Large,,,
CUSTOMER_1663,commercial,Northeast,45,1,99.46,2.21,99.46,0.02,Small,,,
CUSTOMER_1664,residential,Midwest,45,3,74.01,1.64,24.67,0.07,Small,,,
CUSTOMER_1665,commercial,Southeast,45,2,86.21,1.92,43.11,0.04,Small,,,
CUSTOMER_1666,commercial,Midwest,24,2,61,2.54,30.50,0.08,Small,,,
CUSTOMER_1667,residential,Northeast,45,4,127.7,2.84,31.93,0.09,Small,,,
CUSTOMER_1668,commercial,Midwest,52,2,84.93,1.63,42.47,0.04,Large,,,
CUSTOMER_1669,residential,Northeast,45,2,72.29,1.61,36.15,0.04,Small,,,
CUSTOMER_1670,commercial,North,17,2,70.86,4.17,35.43,0.12,Small,,,
CUSTOMER_1671,residential,Northeast,24,2,52.55,2.19,26.28,0.08,Small,,,
CUSTOMER_1672,commercial,Southeast,17,2,93.8,5.52,46.90,0.12,Small,,,
CUSTOMER_1673,commercial,Northeast,24,2,98.17,4.09,49.09,0.08,Small,,,
CUSTOMER_1674,commercial,North,77,2,102.28,1.33,51.14,0.03,Large,,,
CUSTOMER_1675,commercial,North,17,1,89.43,5.26,89.43,0.06,Small,,,
CUSTOMER_1676,residential,Southeast,24,2,80.68,3.36,40.34,0.08,Small,,,
CUSTOMER_1677,residential,Midwest,24,1,66.33,2.76,66.33,0.04,Small,,,
CUSTOMER_1678,residential,Northeast,45,3,103.81,2.31,34.60,0.07,Small,,,
CUSTOMER_1679,residential,Midwest,45,1,82.78,1.84,82.78,0.02,Small,,,
CUSTOMER_1680,commercial,Midwest,24,3,87.48,3.65,29.16,0.13,Small,,,
CUSTOMER_1681,residential,Midwest,24,1,87.54,3.65,87.54,0.04,Small,,,
CUSTOMER_1682,commercial,Northeast,24,3,95.9,4.00,31.97,0.13,Small,,,
CUSTOMER_1683,residential,Southeast,45,1,53,1.18,53.00,0.02,Small,,,
CUSTOMER_1684,commercial,Northeast,24,1,63.81,2.66,63.81,0.04,Small,,,
CUSTOMER_1685,residential,Midwest,77,3,86.68,1.13,28.89,0.04,Large,,,
CUSTOMER_1686,commercial,North,45,2,98.47,2.19,49.24,0.04,Small,,,
CUSTOMER_1687,commercial,Northeast,17,2,87.69,5.16,43.85,0.12,Small,,,
CUSTOMER_1688,residential,Northeast,45,2,73.73,1.64,36.87,0.04,Small,,,
CUSTOMER_1689,residential,Midwest,24,2,71.07,2.96,35.54,0.08,Small,,,
CUSTOMER_1690,commercial,North,45,4,144.31,3.21,36.08,0.09,Small,,,
CUSTOMER_1691,residential,Midwest,24,2,90.56,3.77,45.28,0.08,Small,,,
CUSTOMER_1692,residential,Northeast,45,4,137.13,3.05,34.28,0.09,Small,,,
CUSTOMER_1693,residential,Midwest,45,4,119.84,2.66,29.96,0.09,Small,,,
CUSTOMER_1694,residential,Southeast,77,1,100.01,1.30,100.01,0.01,Large,,,
CUSTOMER_1695,residential,Midwest,24,2,80.84,3.37,40.42,0.08,Small,,,
CUSTOMER_1696,residential,Midwest,24,1,93.09,3.88,93.09,0.04,Small,,,
CUSTOMER_1697,residential,Midwest,45,3,63.5,1.41,21.17,0.07,Small,,,
CUSTOMER_1698,residential,Northeast,77,2,70.17,0.91,35.09,0.03,Large,,,
CUSTOMER_1699,commercial,Southeast,77,2,97.41,1.27,48.71,0.03,Large,,,
CUSTOMER_1700,residential,Northeast,17,2,55.07,3.24,27.54,0.12,Small,,,
CUSTOMER_1701,commercial,Midwest,17,2,78.81,4.64,39.41,0.12,Small,,,
CUSTOMER_1702,residential,Midwest,45,1,77.24,1.72,77.24,0.02,Small,,,
CUSTOMER_1703,residential,Northeast,17,1,91.08,5.36,91.08,0.06,Small,,,
CUSTOMER_1704,residential,Northeast,24,1,66.98,2.79,66.98,0.04,Small,,,
CUSTOMER_1705,residential,Midwest,17,3,63.75,3.75,21.25,0.18,Small,,,
CUSTOMER_1706,residential,Southeast,45,1,100.06,2.22,100.06,0.02,Small,,,
CUSTOMER_1707,residential,South,77,4,135.2,1.76,33.80,0.05,Large,,,
CUSTOMER_1708,residential,Midwest,77,2,57.88,0.75,28.94,0.03,Large,,,
CUSTOMER_1709,residential,Midwest,24,3,62.41,2.60,20.80,0.13,Small,,,
CUSTOMER_1710,commercial,South,45,4,158.61,3.52,39.65,0.09,Small,,,
CUSTOMER_1711,residential,North,52,3,62.54,1.20,20.85,0.06,Large,,,
CUSTOMER_1712,residential,Northeast,17,2,83.85,4.93,41.93,0.12,Small,,,
CUSTOMER_1713,commercial,Midwest,45,2,74.07,1.65,37.04,0.04,Small,,,
CUSTOMER_1714,residential,Southeast,45,4,152.4,3.39,38.10,0.09,Small,,,
CUSTOMER_1715,residential,Southeast,24,2,91.28,3.80,45.64,0.08,Small,,,
CUSTOMER_1716,commercial,Midwest,45,4,136.58,3.04,34.15,0.09,Small,,,
CUSTOMER_1717,residential,North,17,2,53.05,3.12,26.53,0.12,Small,,,
CUSTOMER_1718,commercial,Midwest,45,1,97.68,2.17,97.68,0.02,Small,,,
CUSTOMER_1719,commercial,Northeast,24,3,75.33,3.14,25.11,0.13,Small,,,
CUSTOMER_1720,residential,Northeast,24,2,100.34,4.18,50.17,0.08,Small,,,
CUSTOMER_1721,residential,Midwest,17,1,77.95,4.59,77.95,0.06,Small,,,
CUSTOMER_1722,residential,North,52,4,141.91,2.73,35.48,0.08,Large,,,
CUSTOMER_1723,residential,Southeast,45,2,56.06,1.25,28.03,0.04,Small,,,
CUSTOMER_1724,residential,Midwest,45,1,90.76,2.02,90.76,0.02,Small,,,
CUSTOMER_1725,commercial,Midwest,45,4,122.39,2.72,30.60,0.09,Small,,,
CUSTOMER_1726,residential,North,45,2,70.54,1.57,35.27,0.04,Small,,,
CUSTOMER_1727,residential,Northeast,24,2,58.59,2.44,29.30,0.08,Small,,,
CUSTOMER_1728,commercial,North,45,2,60.04,1.33,30.02,0.04,Small,,,
CUSTOMER_1729,commercial,South,17,1,62.04,3.65,62.04,0.06,Small,,,
CUSTOMER_1730,residential,Southeast,17,2,69.35,4.08,34.68,0.12,Small,,,
CUSTOMER_1731,residential,Midwest,45,1,98.3,2.18,98.30,0.02,Small,,,
CUSTOMER_1732,residential,Northeast,24,1,71.41,2.98,71.41,0.04,Small,,,
CUSTOMER_1733,residential,South,24,3,89.7,3.74,29.90,0.13,Small,,,
CUSTOMER_1734,residential,Northeast,45,1,56.75,1.26,56.75,0.02,Small,,,
CUSTOMER_1735,residential,Northeast,45,1,82.85,1.84,82.85,0.02,Small,,,
CUSTOMER_1736,commercial,Midwest,45,1,77.25,1.72,77.25,0.02,Small,,,
CUSTOMER_1737,residential,South,45,1,102.72,2.28,102.72,0.02,Small,,,
CUSTOMER_1738,residential,North,45,1,95.95,2.13,95.95,0.02,Small,,,
CUSTOMER_1739,residential,Northeast,45,4,128.79,2.86,32.20,0.09,Small,,,
CUSTOMER_1740,residential,South,24,3,92.3,3.85,30.77,0.13,Small,,,
CUSTOMER_1741,commercial,Northeast,24,2,62.41,2.60,31.21,0.08,Small,,,
CUSTOMER_1742,commercial,North,45,3,81.38,1.81,27.13,0.07,Small,,,
CUSTOMER_1743,commercial,Midwest,24,3,56.33,2.35,18.78,0.13,Small,,,
CUSTOMER_1744,residential,Southeast,77,2,70.37,0.91,35.19,0.03,Large,,,
CUSTOMER_1745,residential,Midwest,52,1,64.1,1.23,64.10,0.02,Large,,,
CUSTOMER_1746,residential,South,24,2,89.42,3.73,44.71,0.08,Small,,,
CUSTOMER_1747,residential,Midwest,17,1,77.67,4.57,77.67,0.06,Small,,,
CUSTOMER_1748,residential,North,17,2,91.07,5.36,45.54,0.12,Small,,,
CUSTOMER_1749,commercial,South,24,3,78.96,3.29,26.32,0.13,Small,,,
CUSTOMER_1750,residential,Midwest,17,1,56.94,3.35,56.94,0.06,Small,,,
CUSTOMER_1751,residential,Northeast,45,3,90.26,2.01,30.09,0.07,Small,,,
CUSTOMER_1752,residential,Midwest,52,1,95.29,1.83,95.29,0.02,Large,,,
CUSTOMER_1753,residential,Northeast,45,2,98.9,2.20,49.45,0.04,Small,,,
CUSTOMER_1754,residential,North,24,2,81.87,3.41,40.94,0.08,Small,,,
CUSTOMER_1755,commercial,North,24,2,91.2,3.80,45.60,0.08,Small,,,
CUSTOMER_1756,commercial,Midwest,45,4,145.08,3.22,36.27,0.09,Small,,,
CUSTOMER_1757,commercial,Southeast,52,2,60.5,1.16,30.25,0.04,Large,,,
CUSTOMER_1758,residential,Midwest,52,2,60.93,1.17,30.47,0.04,Large,,,
CUSTOMER_1759,residential,South,77,4,107.75,1.40,26.94,0.05,Large,,,
CUSTOMER_1760,residential,Northeast,45,3,68.93,1.53,22.98,0.07,Small,,,
CUSTOMER_1761,residential,Northeast,45,3,76.81,1.71,25.60,0.07,Small,,,
CUSTOMER_1762,commercial,Northeast,17,1,103.74,6.10,103.74,0.06,Small,,,
CUSTOMER_1763,residential,Northeast,45,3,74.63,1.66,24.88,0.07,Small,,,
CUSTOMER_1764,residential,Northeast,24,1,89.79,3.74,89.79,0.04,Small,,,
CUSTOMER_1765,residential,Midwest,45,1,88.11,1.96,88.11,0.02,Small,,,
CUSTOMER_1766,residential,South,45,3,63,1.40,21.00,0.07,Small,,,
CUSTOMER_1767,commercial,South,24,3,55.5,2.31,18.50,0.13,Small,,,
CUSTOMER_1768,residential,Northeast,17,1,80.54,4.74,80.54,0.06,Small,,,
CUSTOMER_1769,residential,Southeast,17,3,88.46,5.20,29.49,0.18,Small,,,
CUSTOMER_1770,residential,Northeast,17,3,103.76,6.10,34.59,0.18,Small,,,
CUSTOMER_1771,residential,North,17,3,70.91,4.17,23.64,0.18,Small,,,
CUSTOMER_1772,commercial,Southeast,17,2,98.53,5.80,49.27,0.12,Small,,,
CUSTOMER_1773,commercial,Midwest,24,2,72.11,3.00,36.06,0.08,Small,,,
CUSTOMER_1774,commercial,Northeast,24,1,87.9,3.66,87.90,0.04,Small,,,
CUSTOMER_1775,commercial,Midwest,77,4,136.65,1.77,34.16,0.05,Large,,,
CUSTOMER_1776,residential,Northeast,24,3,55.22,2.30,18.41,0.13,Small,,,
CUSTOMER_1777,commercial,Midwest,17,1,56.53,3.33,56.53,0.06,Small,,,
CUSTOMER_1778,residential,Midwest,45,3,53.57,1.19,17.86,0.07,Small,,,
CUSTOMER_1779,residential,South,52,2,71.54,1.38,35.77,0.04,Large,,,
CUSTOMER_1780,commercial,North,45,3,90.8,2.02,30.27,0.07,Small,,,
CUSTOMER_1781,residential,Northeast,24,3,61.37,2.56,20.46,0.13,Small,,,
CUSTOMER_1782,commercial,Midwest,45,3,83.61,1.86,27.87,0.07,Small,,,
CUSTOMER_1783,residential,Midwest,45,2,67.33,1.50,33.67,0.04,Small,,,
CUSTOMER_1784,residential,Northeast,45,2,93.43,2.08,46.72,0.04,Small,,,
CUSTOMER_1785,commercial,Midwest,45,4,147.62,3.28,36.91,0.09,Small,,,
CUSTOMER_1786,commercial,Southeast,52,2,92.32,1.78,46.16,0.04,Large,,,
CUSTOMER_1787,residential,South,52,1,79.45,1.53,79.45,0.02,Large,,,
CUSTOMER_1788,residential,Southeast,45,3,67.11,1.49,22.37,0.07,Small,,,
CUSTOMER_1789,residential,Southeast,45,2,94.06,2.09,47.03,0.04,Small,,,
CUSTOMER_1790,residential,Midwest,45,1,62.06,1.38,62.06,0.02,Small,,,
CUSTOMER_1791,residential,Southeast,52,2,67.38,1.30,33.69,0.04,Large,,,
CUSTOMER_1792,commercial,Northeast,17,3,61.95,3.64,20.65,0.18,Small,,,
CUSTOMER_1793,residential,Northeast,77,1,87.12,1.13,87.12,0.01,Large,,,
CUSTOMER_1794,commercial,Northeast,24,2,87.74,3.66,43.87,0.08,Small,,,
CUSTOMER_1795,residential,Midwest,45,2,86.01,1.91,43.01,0.04,Small,,,
CUSTOMER_1796,residential,Northeast,52,1,73.84,1.42,73.84,0.02,Large,,,
CUSTOMER_1797,commercial,South,24,1,57.64,2.40,57.64,0.04,Small,,,
CUSTOMER_1798,residential,Northeast,45,1,99.29,2.21,99.29,0.02,Small,,,
CUSTOMER_1799,residential,North,17,1,78.57,4.62,78.57,0.06,Small,,,
CUSTOMER_1800,residential,Midwest,24,1,73.4,3.06,73.40,0.04,Small,,,
CUSTOMER_1801,commercial,North,24,2,82.74,3.45,41.37,0.08,Small,,,
CUSTOMER_1802,commercial,North,24,1,62.4,2.60,62.40,0.04,Small,,,
CUSTOMER_1803,residential,Northeast,24,1,59.31,2.47,59.31,0.04,Small,,,
CUSTOMER_1804,residential,Midwest,77,3,73.32,0.95,24.44,0.04,Large,,,
CUSTOMER_1805,residential,Midwest,77,2,64.17,0.83,32.09,0.03,Large,,,
CUSTOMER_1806,commercial,Midwest,17,3,65.04,3.83,21.68,0.18,Small,,,
CUSTOMER_1807,commercial,Midwest,45,2,98.33,2.19,49.17,0.04,Small,,,
CUSTOMER_1808,residential,Midwest,17,2,79.75,4.69,39.88,0.12,Small,,,
CUSTOMER_1809,residential,Northeast,17,2,77.33,4.55,38.67,0.12,Small,,,
CUSTOMER_1810,residential,Northeast,17,1,87.9,5.17,87.90,0.06,Small,,,
CUSTOMER_1811,commercial,Midwest,77,3,101.36,1.32,33.79,0.04,Large,,,
CUSTOMER_1812,commercial,North,77,2,58.26,0.76,29.13,0.03,Large,,,
CUSTOMER_1813,residential,North,24,2,95.3,3.97,47.65,0.08,Small,,,
CUSTOMER_1814,residential,Midwest,24,2,82.49,3.44,41.25,0.08,Small,,,
CUSTOMER_1815,residential,Midwest,24,3,60.01,2.50,20.00,0.13,Small,,,
CUSTOMER_1816,commercial,North,45,2,67.76,1.51,33.88,0.04,Small,,,
CUSTOMER_1817,residential,Northeast,45,3,77.27,1.72,25.76,0.07,Small,,,
CUSTOMER_1818,commercial,South,24,3,87.99,3.67,29.33,0.13,Small,,,
CUSTOMER_1819,residential,Southeast,45,4,117.16,2.60,29.29,0.09,Small,,,
CUSTOMER_1820,residential,Midwest,24,1,79.97,3.33,79.97,0.04,Small,,,
CUSTOMER_1821,residential,Midwest,77,4,141.39,1.84,35.35,0.05,Large,,,
CUSTOMER_1822,residential,Midwest,45,2,75.54,1.68,37.77,0.04,Small,,,
CUSTOMER_1823,residential,South,45,2,96.82,2.15,48.41,0.04,Small,,,
CUSTOMER_1824,commercial,South,45,3,97.15,2.16,32.38,0.07,Small,,,
CUSTOMER_1825,residential,Northeast,52,4,129.66,2.49,32.42,0.08,Large,,,
CUSTOMER_1826,residential,Southeast,24,3,102.46,4.27,34.15,0.13,Small,,,
CUSTOMER_1827,residential,Northeast,24,1,56.38,2.35,56.38,0.04,Small,,,
CUSTOMER_1828,commercial,Northeast,77,2,52.67,0.68,26.34,0.03,Large,,,
CUSTOMER_1829,commercial,Midwest,24,3,72.05,3.00,24.02,0.13,Small,,,
CUSTOMER_1830,residential,Midwest,17,2,83.37,4.90,41.69,0.12,Small,,,
CUSTOMER_1831,commercial,South,45,2,84.81,1.88,42.41,0.04,Small,,,
CUSTOMER_1832,residential,North,52,2,76.97,1.48,38.49,0.04,Large,,,
CUSTOMER_1833,residential,Midwest,45,4,110.7,2.46,27.68,0.09,Small,,,
CUSTOMER_1834,commercial,South,77,3,61.26,0.80,20.42,0.04,Large,,,
CUSTOMER_1835,commercial,South,45,2,96.26,2.14,48.13,0.04,Small,,,
CUSTOMER_1836,commercial,Northeast,17,3,97.07,5.71,32.36,0.18,Small,,,
CUSTOMER_1837,residential,Northeast,45,1,87.1,1.94,87.10,0.02,Small,,,
CUSTOMER_1838,residential,Midwest,45,1,86.61,1.92,86.61,0.02,Small,,,
CUSTOMER_1839,commercial,Northeast,17,3,83.19,4.89,27.73,0.18,Small,,,
CUSTOMER_1840,residential,South,24,2,62.92,2.62,31.46,0.08,Small,,,
CUSTOMER_1841,residential,South,17,1,74.49,4.38,74.49,0.06,Small,,,
CUSTOMER_1842,residential,Northeast,45,1,88.23,1.96,88.23,0.02,Small,,,
CUSTOMER_1843,residential,North,52,3,80.09,1.54,26.70,0.06,Large,,,
CUSTOMER_1844,residential,North,45,4,104.88,2.33,26.22,0.09,Small,,,
CUSTOMER_1845,commercial,South,77,3,101.47,1.32,33.82,0.04,Large,,,
CUSTOMER_1846,residential,Northeast,17,3,95.88,5.64,31.96,0.18,Small,,,
CUSTOMER_1847,residential,Midwest,77,3,65.88,0.86,21.96,0.04,Large,,,
CUSTOMER_1848,residential,Midwest,52,3,84.16,1.62,28.05,0.06,Large,,,
CUSTOMER_1849,commercial,Midwest,24,3,99.91,4.16,33.30,0.13,Small,,,
CUSTOMER_1850,residential,North,77,4,109.12,1.42,27.28,0.05,Large,,,
CUSTOMER_1851,residential,Northeast,24,3,78.33,3.26,26.11,0.13,Small,,,
CUSTOMER_1852,commercial,South,52,4,128.87,2.48,32.22,0.08,Large,,,
CUSTOMER_1853,commercial,South,52,2,73.56,1.41,36.78,0.04,Large,,,
CUSTOMER_1854,commercial,Midwest,45,2,95.41,2.12,47.71,0.04,Small,,,
CUSTOMER_1855,commercial,North,45,2,72.05,1.60,36.03,0.04,Small,,,
CUSTOMER_1856,residential,Northeast,17,2,55.77,3.28,27.89,0.12,Small,,,
CUSTOMER_1857,commercial,Midwest,45,1,55.88,1.24,55.88,0.02,Small,,,
CUSTOMER_1858,residential,Northeast,24,2,54.69,2.28,27.35,0.08,Small,,,
CUSTOMER_1859,commercial,South,45,1,73.51,1.63,73.51,0.02,Small,,,
CUSTOMER_1860,commercial,Midwest,45,4,143.24,3.18,35.81,0.09,Small,,,
CUSTOMER_1861,commercial,North,77,1,62.96,0.82,62.96,0.01,Large,,,
CUSTOMER_1862,commercial,South,17,1,85.7,5.04,85.70,0.06,Small,,,
CUSTOMER_1863,residential,South,52,3,87.78,1.69,29.26,0.06,Large,,,
CUSTOMER_1864,residential,North,77,1,65.6,0.85,65.60,0.01,Large,,,
CUSTOMER_1865,commercial,Midwest,45,1,83.34,1.85,83.34,0.02,Small,,,
CUSTOMER_1866,commercial,Northeast,17,1,87.67,5.16,87.67,0.06,Small,,,
CUSTOMER_1867,residential,Northeast,17,3,76.46,4.50,25.49,0.18,Small,,,
CUSTOMER_1868,residential,Northeast,17,2,69.79,4.11,34.90,0.12,Small,,,
CUSTOMER_1869,residential,Midwest,45,2,84.29,1.87,42.15,0.04,Small,,,
CUSTOMER_1870,commercial,South,45,4,157.46,3.50,39.37,0.09,Small,,,
CUSTOMER_1871,commercial,Midwest,77,4,127.26,1.65,31.82,0.05,Large,,,
CUSTOMER_1872,residential,North,24,1,72.62,3.03,72.62,0.04,Small,,,
CUSTOMER_1873,residential,Midwest,24,1,76.34,3.18,76.34,0.04,Small,,,
CUSTOMER_1874,commercial,Northeast,45,4,108.04,2.40,27.01,0.09,Small,,,
CUSTOMER_1875,commercial,Southeast,52,2,80.9,1.56,40.45,0.04,Large,,,
CUSTOMER_1876,residential,Midwest,77,2,69.38,0.90,34.69,0.03,Large,,,
